Dataset_ID,Buyer_ID,Registration_Date,Search_History,View_History,Wishlist,Favorite,Purchase_History,Recommended_Products,Recommendation_Type,Recommendation_Reason,Confidence_Score,Ground_Truth,Business_Rule,Scenario_Type,Created_Date,Version,Search_History_list,Search_History_count,View_History_list,View_History_count,Wishlist_list,Wishlist_count,Favorite_list,Favorite_count,Purchase_History_list,Purchase_History_count,Recommended_Products_list,Recommended_Products_count
CS000070,BYRNEW00070,2026-07-31,,,,,,PRD001108 | PRD002993 | PRD002865 | PRD002343 | PRD000355 | PRD000715,Best Seller,"Cold start - no user history, fallback to Best Seller",0.74,Recommended (Best Seller),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001108', 'PRD002993', 'PRD002865', 'PRD002343', 'PRD000355', 'PRD000715']",6
CS000071,BYRNEW00071,2026-08-03,,,,,,PRD000191 | PRD002445 | PRD001241 | PRD002526 | PRD001287 | PRD001092,Best Seller,"Cold start - no user history, fallback to Best Seller",0.52,Recommended (Best Seller),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000191', 'PRD002445', 'PRD001241', 'PRD002526', 'PRD001287', 'PRD001092']",6
CS000072,BYRNEW00072,2026-08-03,,,,,,PRD001012 | PRD000204 | PRD000310 | PRD002976 | PRD001438 | PRD001495 | PRD001416,Trending Products,"Cold start - no user history, fallback to Trending Products",0.72,Recommended (Trending Products),BR006,COLD_START,2026-07-12,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001012', 'PRD000204', 'PRD000310', 'PRD002976', 'PRD001438', 'PRD001495', 'PRD001416']",7
CS000073,BYRNEW00073,2026-08-01,,,,,,PRD001523 | PRD000016 | PRD001249,Popular Products,"Cold start - no user history, fallback to Popular Products",0.74,Recommended (Popular Products),BR006,COLD_START,2026-07-19,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001523', 'PRD000016', 'PRD001249']",3
CS000074,BYRNEW00074,2026-08-03,,,,,,PRD002564 | PRD001188 | PRD000781 | PRD001437 | PRD000648 | PRD002539,Best Seller,"Cold start - no user history, fallback to Best Seller",0.51,Recommended (Best Seller),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002564', 'PRD001188', 'PRD000781', 'PRD001437', 'PRD000648', 'PRD002539']",6
CS000075,BYRNEW00075,2026-08-06,,,,,,PRD002067 | PRD002647 | PRD000836 | PRD002775 | PRD000785 | PRD000528 | PRD002085 | PRD000031,Popular Products,"Cold start - no user history, fallback to Popular Products",0.72,Recommended (Popular Products),BR006,COLD_START,2026-07-23,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002067', 'PRD002647', 'PRD000836', 'PRD002775', 'PRD000785', 'PRD000528', 'PRD002085', 'PRD000031']",8
CS000076,BYRNEW00076,2026-07-31,,,,,,PRD000015 | PRD001024 | PRD000641 | PRD002260 | PRD002817 | PRD002540 | PRD002147 | PRD001301,Popular Products,"Cold start - no user history, fallback to Popular Products",0.73,Recommended (Popular Products),BR006,COLD_START,2026-07-28,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000015', 'PRD001024', 'PRD000641', 'PRD002260', 'PRD002817', 'PRD002540', 'PRD002147', 'PRD001301']",8
CS000077,BYRNEW00077,2026-07-31,,,,,,PRD000903 | PRD002454 | PRD002625 | PRD000031 | PRD000412 | PRD000683 | PRD001324,Popular Products,"Cold start - no user history, fallback to Popular Products",0.51,Recommended (Popular Products),BR006,COLD_START,2026-07-19,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000903', 'PRD002454', 'PRD002625', 'PRD000031', 'PRD000412', 'PRD000683', 'PRD001324']",7
CS000078,BYRNEW00078,2026-08-05,,,,,,PRD000983 | PRD002772 | PRD000344 | PRD002369 | PRD002423 | PRD000713 | PRD000923 | PRD002508,Trending Products,"Cold start - no user history, fallback to Trending Products",0.56,Recommended (Trending Products),BR006,COLD_START,2026-07-09,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000983', 'PRD002772', 'PRD000344', 'PRD002369', 'PRD002423', 'PRD000713', 'PRD000923', 'PRD002508']",8
CS000079,BYRNEW00079,2026-08-06,,,,,,PRD000664 | PRD000713 | PRD000269 | PRD002004 | PRD001907 | PRD002880,Trending Products,"Cold start - no user history, fallback to Trending Products",0.62,Recommended (Trending Products),BR006,COLD_START,2026-07-14,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000664', 'PRD000713', 'PRD000269', 'PRD002004', 'PRD001907', 'PRD002880']",6
CS000080,BYRNEW00080,2026-07-30,,,,,,PRD001658 | PRD001107 | PRD001457 | PRD002251,Best Seller,"Cold start - no user history, fallback to Best Seller",0.68,Recommended (Best Seller),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001658', 'PRD001107', 'PRD001457', 'PRD002251']",4
CS000081,BYRNEW00081,2026-08-03,,,,,,PRD001020 | PRD000199 | PRD001115,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.53,Recommended (New Arrivals),BR006,COLD_START,2026-07-13,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001020', 'PRD000199', 'PRD001115']",3
CS000082,BYRNEW00082,2026-08-06,,,,,,PRD000319 | PRD000143 | PRD002282,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.72,Recommended (New Arrivals),BR006,COLD_START,2026-07-13,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000319', 'PRD000143', 'PRD002282']",3
CS000083,BYRNEW00083,2026-08-05,,,,,,PRD000750 | PRD000494 | PRD002733 | PRD002285 | PRD002710 | PRD000698,Trending Products,"Cold start - no user history, fallback to Trending Products",0.65,Recommended (Trending Products),BR006,COLD_START,2026-07-20,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000750', 'PRD000494', 'PRD002733', 'PRD002285', 'PRD002710', 'PRD000698']",6
CS000084,BYRNEW00084,2026-07-30,,,,,,PRD001782 | PRD001097 | PRD000540 | PRD002649 | PRD001012 | PRD002547 | PRD002483 | PRD002952,Trending Products,"Cold start - no user history, fallback to Trending Products",0.57,Recommended (Trending Products),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001782', 'PRD001097', 'PRD000540', 'PRD002649', 'PRD001012', 'PRD002547', 'PRD002483', 'PRD002952']",8
CS000085,BYRNEW00085,2026-08-02,,,,,,PRD000807 | PRD000425 | PRD001236 | PRD002693 | PRD000341,Trending Products,"Cold start - no user history, fallback to Trending Products",0.64,Recommended (Trending Products),BR006,COLD_START,2026-07-12,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000807', 'PRD000425', 'PRD001236', 'PRD002693', 'PRD000341']",5
CS000086,BYRNEW00086,2026-08-06,,,,,,PRD000291 | PRD001136 | PRD000089 | PRD002378 | PRD002268 | PRD002123 | PRD000586 | PRD002981,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.66,Recommended (New Arrivals),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000291', 'PRD001136', 'PRD000089', 'PRD002378', 'PRD002268', 'PRD002123', 'PRD000586', 'PRD002981']",8
CS000087,BYRNEW00087,2026-08-03,,,,,,PRD000509 | PRD002384 | PRD002699 | PRD001000 | PRD002598,Best Seller,"Cold start - no user history, fallback to Best Seller",0.62,Recommended (Best Seller),BR006,COLD_START,2026-07-13,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000509', 'PRD002384', 'PRD002699', 'PRD001000', 'PRD002598']",5
CS000088,BYRNEW00088,2026-08-03,,,,,,PRD001753 | PRD001805 | PRD001320 | PRD001386 | PRD002089 | PRD002869 | PRD000486,Trending Products,"Cold start - no user history, fallback to Trending Products",0.52,Recommended (Trending Products),BR006,COLD_START,2026-07-23,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001753', 'PRD001805', 'PRD001320', 'PRD001386', 'PRD002089', 'PRD002869', 'PRD000486']",7
CS000089,BYRNEW00089,2026-08-05,,,,,,PRD002492 | PRD002931 | PRD001704 | PRD000253 | PRD000307 | PRD000210,Popular Products,"Cold start - no user history, fallback to Popular Products",0.58,Recommended (Popular Products),BR006,COLD_START,2026-07-08,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002492', 'PRD002931', 'PRD001704', 'PRD000253', 'PRD000307', 'PRD000210']",6
CS000090,BYRNEW00090,2026-08-04,,,,,,PRD001863 | PRD000787 | PRD000332 | PRD000031 | PRD001564 | PRD000328 | PRD000788,Best Seller,"Cold start - no user history, fallback to Best Seller",0.6,Recommended (Best Seller),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001863', 'PRD000787', 'PRD000332', 'PRD000031', 'PRD001564', 'PRD000328', 'PRD000788']",7
CS000091,BYRNEW00091,2026-07-30,,,,,,PRD002993 | PRD000443 | PRD000587 | PRD000509 | PRD002678 | PRD000164,Popular Products,"Cold start - no user history, fallback to Popular Products",0.56,Recommended (Popular Products),BR006,COLD_START,2026-07-16,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002993', 'PRD000443', 'PRD000587', 'PRD000509', 'PRD002678', 'PRD000164']",6
CS000092,BYRNEW00092,2026-08-03,,,,,,PRD000802 | PRD002123 | PRD002668 | PRD002947,Best Seller,"Cold start - no user history, fallback to Best Seller",0.74,Recommended (Best Seller),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000802', 'PRD002123', 'PRD002668', 'PRD002947']",4
CS000093,BYRNEW00093,2026-08-02,,,,,,PRD002635 | PRD001233 | PRD002550 | PRD000074 | PRD001687,Popular Products,"Cold start - no user history, fallback to Popular Products",0.74,Recommended (Popular Products),BR006,COLD_START,2026-07-16,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002635', 'PRD001233', 'PRD002550', 'PRD000074', 'PRD001687']",5
CS000094,BYRNEW00094,2026-08-03,,,,,,PRD002597 | PRD002198 | PRD001302 | PRD002351 | PRD001438,Trending Products,"Cold start - no user history, fallback to Trending Products",0.57,Recommended (Trending Products),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002597', 'PRD002198', 'PRD001302', 'PRD002351', 'PRD001438']",5
CS000095,BYRNEW00095,2026-07-31,,,,,,PRD000796 | PRD001386 | PRD002315,Trending Products,"Cold start - no user history, fallback to Trending Products",0.53,Recommended (Trending Products),BR006,COLD_START,2026-07-25,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000796', 'PRD001386', 'PRD002315']",3
CS000096,BYRNEW00096,2026-08-05,,,,,,PRD000130 | PRD002695 | PRD002948 | PRD001749 | PRD001914 | PRD002855 | PRD000127,Trending Products,"Cold start - no user history, fallback to Trending Products",0.66,Recommended (Trending Products),BR006,COLD_START,2026-07-08,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000130', 'PRD002695', 'PRD002948', 'PRD001749', 'PRD001914', 'PRD002855', 'PRD000127']",7
CS000097,BYRNEW00097,2026-08-01,,,,,,PRD000390 | PRD001402 | PRD000443,Popular Products,"Cold start - no user history, fallback to Popular Products",0.53,Recommended (Popular Products),BR006,COLD_START,2026-07-26,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000390', 'PRD001402', 'PRD000443']",3
CS000098,BYRNEW00098,2026-08-01,,,,,,PRD001496 | PRD002067 | PRD002248,Popular Products,"Cold start - no user history, fallback to Popular Products",0.6,Recommended (Popular Products),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001496', 'PRD002067', 'PRD002248']",3
CS000099,BYRNEW00099,2026-07-30,,,,,,PRD002979 | PRD002203 | PRD002625 | PRD001561 | PRD000528 | PRD000881 | PRD002171,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.53,Recommended (New Arrivals),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002979', 'PRD002203', 'PRD002625', 'PRD001561', 'PRD000528', 'PRD000881', 'PRD002171']",7
CS000100,BYRNEW00100,2026-08-02,,,,,,PRD001227 | PRD000563 | PRD001955 | PRD000137,Best Seller,"Cold start - no user history, fallback to Best Seller",0.66,Recommended (Best Seller),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001227', 'PRD000563', 'PRD001955', 'PRD000137']",4
CS000101,BYRNEW00101,2026-08-04,,,,,,PRD001142 | PRD000930 | PRD002983 | PRD001974 | PRD000584 | PRD002343 | PRD002536 | PRD001422,Best Seller,"Cold start - no user history, fallback to Best Seller",0.53,Recommended (Best Seller),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001142', 'PRD000930', 'PRD002983', 'PRD001974', 'PRD000584', 'PRD002343', 'PRD002536', 'PRD001422']",8
CS000102,BYRNEW00102,2026-08-01,,,,,,PRD001789 | PRD001736 | PRD002058,Trending Products,"Cold start - no user history, fallback to Trending Products",0.72,Recommended (Trending Products),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001789', 'PRD001736', 'PRD002058']",3
CS000103,BYRNEW00103,2026-08-03,,,,,,PRD003000 | PRD002779 | PRD000904 | PRD002203 | PRD002681,Best Seller,"Cold start - no user history, fallback to Best Seller",0.6,Recommended (Best Seller),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD003000', 'PRD002779', 'PRD000904', 'PRD002203', 'PRD002681']",5
CS000104,BYRNEW00104,2026-08-04,,,,,,PRD000639 | PRD002547 | PRD001691 | PRD001057,Popular Products,"Cold start - no user history, fallback to Popular Products",0.56,Recommended (Popular Products),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000639', 'PRD002547', 'PRD001691', 'PRD001057']",4
CS000105,BYRNEW00105,2026-07-31,,,,,,PRD002883 | PRD002108 | PRD000320 | PRD002148 | PRD000665 | PRD002705 | PRD001499 | PRD000518,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.52,Recommended (New Arrivals),BR006,COLD_START,2026-08-01,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002883', 'PRD002108', 'PRD000320', 'PRD002148', 'PRD000665', 'PRD002705', 'PRD001499', 'PRD000518']",8
CS000106,BYRNEW00106,2026-08-05,,,,,,PRD002254 | PRD001466 | PRD000443 | PRD000760,Popular Products,"Cold start - no user history, fallback to Popular Products",0.51,Recommended (Popular Products),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002254', 'PRD001466', 'PRD000443', 'PRD000760']",4
CS000107,BYRNEW00107,2026-08-02,,,,,,PRD001864 | PRD002596 | PRD002907,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.61,Recommended (New Arrivals),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001864', 'PRD002596', 'PRD002907']",3
CS000108,BYRNEW00108,2026-08-05,,,,,,PRD001589 | PRD000075 | PRD000760 | PRD002509 | PRD002540,Popular Products,"Cold start - no user history, fallback to Popular Products",0.74,Recommended (Popular Products),BR006,COLD_START,2026-07-09,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001589', 'PRD000075', 'PRD000760', 'PRD002509', 'PRD002540']",5
CS000109,BYRNEW00109,2026-08-02,,,,,,PRD000519 | PRD001512 | PRD000865 | PRD001386 | PRD001736 | PRD000496 | PRD000583,Trending Products,"Cold start - no user history, fallback to Trending Products",0.66,Recommended (Trending Products),BR006,COLD_START,2026-07-22,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000519', 'PRD001512', 'PRD000865', 'PRD001386', 'PRD001736', 'PRD000496', 'PRD000583']",7
CS000110,BYRNEW00110,2026-08-06,,,,,,PRD001456 | PRD000215 | PRD002143 | PRD002006 | PRD001008 | PRD000094,Trending Products,"Cold start - no user history, fallback to Trending Products",0.62,Recommended (Trending Products),BR006,COLD_START,2026-07-18,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001456', 'PRD000215', 'PRD002143', 'PRD002006', 'PRD001008', 'PRD000094']",6
CS000111,BYRNEW00111,2026-08-03,,,,,,PRD002165 | PRD000015 | PRD000785 | PRD000016 | PRD000903 | PRD000799 | PRD000357 | PRD001589,Popular Products,"Cold start - no user history, fallback to Popular Products",0.58,Recommended (Popular Products),BR006,COLD_START,2026-07-13,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002165', 'PRD000015', 'PRD000785', 'PRD000016', 'PRD000903', 'PRD000799', 'PRD000357', 'PRD001589']",8
CS000112,BYRNEW00112,2026-08-05,,,,,,PRD002317 | PRD002202 | PRD002474 | PRD001302,Trending Products,"Cold start - no user history, fallback to Trending Products",0.69,Recommended (Trending Products),BR006,COLD_START,2026-07-14,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002317', 'PRD002202', 'PRD002474', 'PRD001302']",4
CS000113,BYRNEW00113,2026-07-31,,,,,,PRD000982 | PRD001070 | PRD001940,Trending Products,"Cold start - no user history, fallback to Trending Products",0.51,Recommended (Trending Products),BR006,COLD_START,2026-07-07,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000982', 'PRD001070', 'PRD001940']",3
CS000114,BYRNEW00114,2026-08-03,,,,,,PRD002461 | PRD002489 | PRD000436 | PRD001978 | PRD002056 | PRD001324 | PRD002500 | PRD002198,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.51,Recommended (New Arrivals),BR006,COLD_START,2026-07-31,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002461', 'PRD002489', 'PRD000436', 'PRD001978', 'PRD002056', 'PRD001324', 'PRD002500', 'PRD002198']",8
CS000115,BYRNEW00115,2026-08-02,,,,,,PRD000017 | PRD001782 | PRD002569 | PRD000189 | PRD000489 | PRD001456,Trending Products,"Cold start - no user history, fallback to Trending Products",0.69,Recommended (Trending Products),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000017', 'PRD001782', 'PRD002569', 'PRD000189', 'PRD000489', 'PRD001456']",6
CS000116,BYRNEW00116,2026-08-05,,,,,,PRD002257 | PRD002144 | PRD001489 | PRD000565,Best Seller,"Cold start - no user history, fallback to Best Seller",0.65,Recommended (Best Seller),BR006,COLD_START,2026-07-25,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002257', 'PRD002144', 'PRD001489', 'PRD000565']",4
CS000117,BYRNEW00117,2026-08-03,,,,,,PRD002198 | PRD002239 | PRD000559 | PRD000523 | PRD002006 | PRD000923 | PRD002754,Trending Products,"Cold start - no user history, fallback to Trending Products",0.5,Recommended (Trending Products),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002198', 'PRD002239', 'PRD000559', 'PRD000523', 'PRD002006', 'PRD000923', 'PRD002754']",7
CS000118,BYRNEW00118,2026-07-30,,,,,,PRD002675 | PRD000947 | PRD001637,Popular Products,"Cold start - no user history, fallback to Popular Products",0.65,Recommended (Popular Products),BR006,COLD_START,2026-07-07,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002675', 'PRD000947', 'PRD001637']",3
CS000119,BYRNEW00119,2026-08-01,,,,,,PRD002995 | PRD000826 | PRD002437 | PRD001190 | PRD001755 | PRD002858 | PRD001556 | PRD001850,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.62,Recommended (New Arrivals),BR006,COLD_START,2026-07-13,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002995', 'PRD000826', 'PRD002437', 'PRD001190', 'PRD001755', 'PRD002858', 'PRD001556', 'PRD001850']",8
CS000120,BYRNEW00120,2026-08-06,,,,,,PRD002243 | PRD002518 | PRD002852 | PRD002919 | PRD001588,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.74,Recommended (New Arrivals),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002243', 'PRD002518', 'PRD002852', 'PRD002919', 'PRD001588']",5
CS000121,BYRNEW00121,2026-07-30,,,,,,PRD000681 | PRD000646 | PRD001261 | PRD001432 | PRD002861 | PRD002246,Best Seller,"Cold start - no user history, fallback to Best Seller",0.72,Recommended (Best Seller),BR006,COLD_START,2026-07-20,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000681', 'PRD000646', 'PRD001261', 'PRD001432', 'PRD002861', 'PRD002246']",6
CS000122,BYRNEW00122,2026-08-04,,,,,,PRD000229 | PRD002855 | PRD000425 | PRD002772 | PRD001668 | PRD001541 | PRD000475,Trending Products,"Cold start - no user history, fallback to Trending Products",0.66,Recommended (Trending Products),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000229', 'PRD002855', 'PRD000425', 'PRD002772', 'PRD001668', 'PRD001541', 'PRD000475']",7
CS000123,BYRNEW00123,2026-07-31,,,,,,PRD001455 | PRD001495 | PRD000804 | PRD002649 | PRD000225 | PRD000523,Trending Products,"Cold start - no user history, fallback to Trending Products",0.5,Recommended (Trending Products),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001455', 'PRD001495', 'PRD000804', 'PRD002649', 'PRD000225', 'PRD000523']",6
CS000124,BYRNEW00124,2026-08-01,,,,,,PRD002858 | PRD000951 | PRD000683 | PRD000880 | PRD001024,Popular Products,"Cold start - no user history, fallback to Popular Products",0.54,Recommended (Popular Products),BR006,COLD_START,2026-08-06,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002858', 'PRD000951', 'PRD000683', 'PRD000880', 'PRD001024']",5
CS000125,BYRNEW00125,2026-08-04,,,,,,PRD001732 | PRD001177 | PRD002835 | PRD000600 | PRD001681 | PRD000240,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.52,Recommended (New Arrivals),BR006,COLD_START,2026-07-31,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001732', 'PRD001177', 'PRD002835', 'PRD000600', 'PRD001681', 'PRD000240']",6
CS000126,BYRNEW00126,2026-08-03,,,,,,PRD000011 | PRD001736 | PRD002880 | PRD000425 | PRD000017,Trending Products,"Cold start - no user history, fallback to Trending Products",0.54,Recommended (Trending Products),BR006,COLD_START,2026-08-05,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000011', 'PRD001736', 'PRD002880', 'PRD000425', 'PRD000017']",5
CS000127,BYRNEW00127,2026-08-06,,,,,,PRD000157 | PRD001740 | PRD002733 | PRD002159 | PRD002069 | PRD002597,Trending Products,"Cold start - no user history, fallback to Trending Products",0.71,Recommended (Trending Products),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000157', 'PRD001740', 'PRD002733', 'PRD002159', 'PRD002069', 'PRD002597']",6
CS000128,BYRNEW00128,2026-08-06,,,,,,PRD001026 | PRD000775 | PRD002245 | PRD001801 | PRD001641,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.59,Recommended (New Arrivals),BR006,COLD_START,2026-07-17,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001026', 'PRD000775', 'PRD002245', 'PRD001801', 'PRD001641']",5
CS000129,BYRNEW00129,2026-08-06,,,,,,PRD000932 | PRD000865 | PRD001008 | PRD001324 | PRD000475,Trending Products,"Cold start - no user history, fallback to Trending Products",0.61,Recommended (Trending Products),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000932', 'PRD000865', 'PRD001008', 'PRD001324', 'PRD000475']",5
CS000130,BYRNEW00130,2026-07-30,,,,,,PRD001865 | PRD002776 | PRD001275 | PRD000164 | PRD001060,Popular Products,"Cold start - no user history, fallback to Popular Products",0.75,Recommended (Popular Products),BR006,COLD_START,2026-07-19,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001865', 'PRD002776', 'PRD001275', 'PRD000164', 'PRD001060']",5
CS000131,BYRNEW00131,2026-07-31,,,,,,PRD000692 | PRD000566 | PRD001837 | PRD002260,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.69,Recommended (New Arrivals),BR006,COLD_START,2026-08-06,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000692', 'PRD000566', 'PRD001837', 'PRD002260']",4
CS000132,BYRNEW00132,2026-07-31,,,,,,PRD002778 | PRD001345 | PRD000455 | PRD001561 | PRD002726 | PRD000270 | PRD000187,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.71,Recommended (New Arrivals),BR006,COLD_START,2026-08-04,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002778', 'PRD001345', 'PRD000455', 'PRD001561', 'PRD002726', 'PRD000270', 'PRD000187']",7
CS000133,BYRNEW00133,2026-08-01,,,,,,PRD002634 | PRD002931 | PRD002547 | PRD002059,Popular Products,"Cold start - no user history, fallback to Popular Products",0.57,Recommended (Popular Products),BR006,COLD_START,2026-07-10,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002634', 'PRD002931', 'PRD002547', 'PRD002059']",4
CS000134,BYRNEW00134,2026-08-05,,,,,,PRD001201 | PRD002991 | PRD000236 | PRD002107 | PRD002535 | PRD002132 | PRD001121,New Arrivals,"Cold start - no user history, fallback to New Arrivals",0.65,Recommended (New Arrivals),BR006,COLD_START,2026-07-29,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001201', 'PRD002991', 'PRD000236', 'PRD002107', 'PRD002535', 'PRD002132', 'PRD001121']",7
CS000135,BYRNEW00135,2026-08-05,,,,,,PRD001272 | PRD000204 | PRD001906 | PRD001456 | PRD000796 | PRD002781 | PRD002115,Trending Products,"Cold start - no user history, fallback to Trending Products",0.64,Recommended (Trending Products),BR006,COLD_START,2026-07-28,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001272', 'PRD000204', 'PRD001906', 'PRD001456', 'PRD000796', 'PRD002781', 'PRD002115']",7
CS000136,BYRNEW00136,2026-08-03,,,,,,PRD000008 | PRD002603 | PRD002728 | PRD001668 | PRD001456,Trending Products,"Cold start - no user history, fallback to Trending Products",0.6,Recommended (Trending Products),BR006,COLD_START,2026-07-27,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD000008', 'PRD002603', 'PRD002728', 'PRD001668', 'PRD001456']",5
CS000137,BYRNEW00137,2026-08-03,,,,,,PRD001069 | PRD002260 | PRD002775 | PRD000846 | PRD001029,Popular Products,"Cold start - no user history, fallback to Popular Products",0.64,Recommended (Popular Products),BR006,COLD_START,2026-07-15,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD001069', 'PRD002260', 'PRD002775', 'PRD000846', 'PRD001029']",5
CS000138,BYRNEW00138,2026-08-05,,,,,,PRD002119 | PRD002008 | PRD001396 | PRD002890 | PRD002936,Best Seller,"Cold start - no user history, fallback to Best Seller",0.74,Recommended (Best Seller),BR006,COLD_START,2026-07-21,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002119', 'PRD002008', 'PRD001396', 'PRD002890', 'PRD002936']",5
CS000139,BYRNEW00139,2026-08-04,,,,,,PRD002375 | PRD001687 | PRD002647 | PRD000846 | PRD002870,Popular Products,"Cold start - no user history, fallback to Popular Products",0.53,Recommended (Popular Products),BR006,COLD_START,2026-08-03,v1.0,[],0,[],0,[],0,[],0,[],0,"['PRD002375', 'PRD001687', 'PRD002647', 'PRD000846', 'PRD002870']",5
