Dataset ID,Scenario ID,Scenario Type,Listing ID,Seller ID,Brand,Model,Product Name,Title,Description,Price,Marketplace Average Price,Price Deviation Percentage,Seller Rating,Seller Total Listings,Seller Violation Count,Duplicate Image,Duplicate Title,Image Match Category,AI Image Detected,Keyword Stuffing,Suspicious Word,Profanity,Adult Content,Illegal Product,Counterfeit,Category Mismatch,Title Description Mismatch,Spam Behavior,Risk Score,Risk Band,Confidence Score,Expected Result,Ground Truth,Reason,Business Rule,Acceptance Criteria,Created Date,Version,Remarks,__source_sheet__,is_intentional_null,Title_clean,Title_has_emoji,Description_clean,Description_has_emoji,Title_length,Description_length,Duplicate Image_flag,Duplicate Title_flag,Image Match Category_flag,AI Image Detected_flag,Keyword Stuffing_flag,Suspicious Word_flag,Profanity_flag,Adult Content_flag,Illegal Product_flag,Counterfeit_flag,Category Mismatch_flag,Title Description Mismatch_flag,Spam Behavior_flag,Category_Accessories,Category_Automotive Parts,Category_Books,Category_Camera,Category_Collectibles,Category_Computer,Category_Electronics,Category_Fashion,Category_Furniture,Category_Gaming,Category_Home Appliances,Category_Laptop,Category_Mobile Phone,Category_Musical Instruments,Category_Others,Category_Sports,Category_Stationery,Category_Tablet,Category_UnknownCategoryXYZ,Subcategory_Action Camera,Subcategory_Action Figure,Subcategory_Air Fryer,Subcategory_Alloy Wheel,Subcategory_Badminton Racket,Subcategory_Bag,Subcategory_Bed Frame,Subcategory_Belt,Subcategory_Bicycle,Subcategory_Bluetooth Speaker,Subcategory_Bookshelf,Subcategory_Brake Pad,Subcategory_Car Battery,Subcategory_Children Book,Subcategory_Chromebook,Subcategory_Coin,Subcategory_Comic,Subcategory_Console,Subcategory_Controller,Subcategory_DSLR,Subcategory_Desktop PC,Subcategory_Dining Table,Subcategory_Drone,Subcategory_Drum Set,Subcategory_Dumbbell Set,Subcategory_E-Reader,Subcategory_Engine Oil,Subcategory_Eraser,Subcategory_Feature Phone,Subcategory_Football,Subcategory_Game Disc,Subcategory_Gaming Chair,Subcategory_Gaming Headset,Subcategory_Gaming Laptop,Subcategory_Graphics Card,Subcategory_Guitar,Subcategory_Handmade,Subcategory_Headphones,Subcategory_Jacket,Subcategory_Jewelry,Subcategory_Keyboard,Subcategory_Keyboard Piano,Subcategory_Lens,Subcategory_MacBook,Subcategory_Men Shirt,Subcategory_Microwave,Subcategory_Mirrorless,Subcategory_Miscellaneous,Subcategory_Monitor,Subcategory_Mouse,Subcategory_Novel,Subcategory_Office Chair,Subcategory_Paper Clip,Subcategory_Pencil,Subcategory_Pet Supplies,Subcategory_Phone Case,Subcategory_Plant,Subcategory_Plastic Spoon,Subcategory_Power Bank,Subcategory_RAM,Subcategory_Refrigerator,Subcategory_Router,Subcategory_Rubber Band,Subcategory_Self-Help,Subcategory_Smartphone,Subcategory_Smartwatch,Subcategory_Sneakers,Subcategory_Sofa,Subcategory_Stamp,Subcategory_Sunglasses,Subcategory_Tablet,Subcategory_Textbook,Subcategory_Ticket,Subcategory_Tire,Subcategory_Trading Card,Subcategory_Treadmill,Subcategory_Tripod,Subcategory_Ukulele,Subcategory_Ultrabook,Subcategory_Vacuum Cleaner,Subcategory_Vinyl Record,Subcategory_Violin,Subcategory_Wallet,Subcategory_Wardrobe,Subcategory_Washing Machine,Subcategory_Watch,Subcategory_Women Dress,Subcategory_Yoga Mat,Condition_Fair,Condition_Good,Condition_Like New,Condition_New,Condition_Poor,Image Quality_Blurry,Image Quality_High,Image Quality_Low,Image Quality_Medium,ai_category,ai_risk_level,ai_status,text_full
DS024603,SC024603,NORMAL,LST-024603,SEL-00771,Vivo,iPhone 15 Pro,Vivo iPhone 15 Pro,Vivo iPhone 15 Pro Smartphone - Like New condition for sale,Selling Vivo iPhone 15 Pro Smartphone. Condition: Like New. fast shipping.,5077.15,4610,10.13,3.6,40,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,4,Normal,0.9,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-09-09 11:40:47,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Vivo iPhone 15 Pro Smartphone - Like New condition for sale,0,Selling Vivo iPhone 15 Pro Smartphone. Condition: Like New. fast shipping.,0,59,74,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,NORMAL,LOW,APPROVED,Vivo iPhone 15 Pro Smartphone - Like New condition for sale Selling Vivo iPhone 15 Pro Smartphone. Condition: Like New. fast shipping.
DS024604,SC024604,NORMAL,LST-024604,SEL-02097,Handmade,Custom Made,Handmade Custom Made,Handmade Custom Made Plant - New condition for sale,Selling Handmade Custom Made Plant. Condition: New.. trusted seller.,97.09,100,-2.91,3.8,196,2,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,Normal,0.9,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-12-03 03:38:26,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Handmade Custom Made Plant - New condition for sale,0,Selling Handmade Custom Made Plant. Condition: New.. trusted seller.,0,51,68,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,NORMAL,LOW,APPROVED,Handmade Custom Made Plant - New condition for sale Selling Handmade Custom Made Plant. Condition: New.. trusted seller.
DS024605,SC024605,PRICE_ANOMALY,LST-024605,SEL-00154,Levi's,Slim Fit 501,Levi's Slim Fit 501,ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ราคาเป็นกันเอง,ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,70.0,1360,-94.85,3.4,62,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,89,High Risk,0.87,REJECT,PRICE_ANOMALY,"Price is implausibly low for a high-value item, consistent with a scam pattern (BR003).",BR003,AC001,2025-05-18 16:55:47,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ราคาเป็นกันเอง,0,ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ,0,64,80,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ราคาเป็นกันเอง ขาย Levi's Slim Fit 501 Men Shirt สภาพมือสองดีมาก ใช้งานน้อย สนใจทักแชทได้เลยค่ะ
DS024606,SC024606,NORMAL,LST-024606,SEL-00118,SE-ED,Vol.1,SE-ED Vol.1,ขาย SE-ED Vol.1 Novel Poor ถูกๆ ปกศ,"Selling SE-ED Vol.1 มือสอง ใช้งานน้อย,, trusted seller ORI",1393.92,1450,-3.87,4.5,57,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,12,Normal,0.92,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-02-12 01:33:06,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย SE-ED Vol.1 Novel Poor ถูกๆ ปกศ,0,"Selling SE-ED Vol.1 มือสอง ใช้งานน้อย,, trusted seller ORI",0,35,58,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,NORMAL,LOW,APPROVED,"ขาย SE-ED Vol.1 Novel Poor ถูกๆ ปกศ Selling SE-ED Vol.1 มือสอง ใช้งานน้อย,, trusted seller ORI"
DS024607,SC024607,EDGE,LST-024607,SEL-01882,Microsoft Xbox,G Pro X,Microsoft Xbox G Pro X,Microsoft Xbox G Pro X Gaming Chair - Poor condition for sale sh*t,Selling Microsoft Xbox G Pro X Gaming Chair. Condition: Poor. fast shipping.,0.0,9130,-100.0,4.9,449,1,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,37,Low Risk,0.52,REVIEW,EDGE_CASE,"Listing price is zero, an extreme edge value.",BR000,AC001,2026-04-20 21:23:52,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,True,Microsoft Xbox G Pro X Gaming Chair - Poor condition for sale sh*t,0,Selling Microsoft Xbox G Pro X Gaming Chair. Condition: Poor. fast shipping.,0,66,76,0,0,1,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,NORMAL,LOW,APPROVED,Microsoft Xbox G Pro X Gaming Chair - Poor condition for sale sh*t Selling Microsoft Xbox G Pro X Gaming Chair. Condition: Poor. fast shipping.
DS024608,SC024608,NORMAL,LST-024608,SEL-02580,Wilson,Marin 4,Wilson Marin 4,Wilson Marin 4 Bicycle - Poor condition for sale 💰 😍 🔥,Selling Wilson Marin 4 Bicycle. Condition: Poor. full box set.,655.19,710,-7.72,0.0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,8,Normal,0.85,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-09-11 12:44:15,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Wilson Marin 4 Bicycle - Poor condition for sale,1,Selling Wilson Marin 4 Bicycle. Condition: Poor. full box set.,0,48,62,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,Wilson Marin 4 Bicycle - Poor condition for sale Selling Wilson Marin 4 Bicycle. Condition: Poor. full box set.
DS024609,SC024609,DUPLICATE,LST-024609,SEL-01095,Handmade,Custom Made,Handmade Custom Made,ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก ราคาเป็นกันเอง 🚚,ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,2650.53,2600,1.94,4.7,6,0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,64,Medium Risk,0.73,REVIEW,DUPLICATE_LISTING,Same seller re-posted an identical image under a different title (BR007).,BR007,AC001,2025-05-20 10:59:56,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก ราคาเป็นกันเอง,1,ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,0,64,80,1,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก ราคาเป็นกันเอง ขาย Handmade Custom Made Handmade สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ
DS024610,SC024610,CATEGORY_MISMATCH,LST-024610,SEL-01634,Dell,27UL550,Dell 27UL550,ขาย Dell 27UL550 Monitor สภาพพอใช้ ราคาเป็นกันเอง,ขาย Dell 27UL550 Monitor สภาพพอใช้ ส่งไว ส่งฟรี สนใจทักแชทได้เลยค่ะ,45727.95,47870,-4.47,4.1,76,1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,54,Medium Risk,0.91,REVIEW,CATEGORY_MISMATCH,Listed under 'Computer' but product image/description matches 'Books' (BR006).,BR006,AC001,2026-03-25 00:27:16,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Dell 27UL550 Monitor สภาพพอใช้ ราคาเป็นกันเอง,0,ขาย Dell 27UL550 Monitor สภาพพอใช้ ส่งไว ส่งฟรี สนใจทักแชทได้เลยค่ะ,0,49,67,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,ขาย Dell 27UL550 Monitor สภาพพอใช้ ราคาเป็นกันเอง ขาย Dell 27UL550 Monitor สภาพพอใช้ ส่งไว ส่งฟรี สนใจทักแชทได้เลยค่ะ
DS024611,SC024611,NORMAL,LST-024611,SEL-00654,Dell,XPS 13,Dell XPS 13,Dell XPS 13 Gaming Laptop - Good condition for sale,Selling Dell XPS 13 Gaming Laptop. Condition: Good. full box set.,97150.51,85230,13.99,3.6,18,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,15,Normal,0.87,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2026-01-02 13:10:57,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Dell XPS 13 Gaming Laptop - Good condition for sale,0,Selling Dell XPS 13 Gaming Laptop. Condition: Good. full box set.,0,51,65,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,Dell XPS 13 Gaming Laptop - Good condition for sale Selling Dell XPS 13 Gaming Laptop. Condition: Good. full box set.
DS024612,SC024612,HIGH_RISK,LST-024612,SEL-02981,Samsung,NN-ST342,Samsung NN-ST342,ขาย Samsung NN-ST342 Air Fryer Poor ถูกๆ LN,"Selling Samsung NN-ST342 มือสอง ประกันเหลือ, smooth trade BNIB",1294.91,6190,-79.08,4.2,26,13,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,88,High Risk,0.95,REJECT,HIGH_RISK,"Multiple independent risk signals co-occur: prior violations, duplicate image, low price.",BR011,AC001,2026-08-01 23:41:56,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Samsung NN-ST342 Air Fryer Poor ถูกๆ LN,0,"Selling Samsung NN-ST342 มือสอง ประกันเหลือ, smooth trade BNIB",0,43,62,1,0,1,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขาย Samsung NN-ST342 Air Fryer Poor ถูกๆ LN Selling Samsung NN-ST342 มือสอง ประกันเหลือ, smooth trade BNIB"
DS024613,SC024613,DESCRIPTION_ANOMALY,LST-024613,SEL-02548,Xiaomi,iPad Air 5,Xiaomi iPad Air 5,ขาย Xiaomi iPad Air 5 Tablet Poor ถูกๆ มือ2,"Actually this is a Baseus product, not Xiaomi. self pick up available.",37273.13,36430,2.31,0.0,1,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,68,Medium Risk,0.85,REVIEW,MISLEADING_DESCRIPTION,Title advertises Xiaomi iPad Air 5 but description references Baseus (BR005).,BR005,AC001,2025-07-23 19:14:11,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Xiaomi iPad Air 5 Tablet Poor ถูกๆ มือ2,0,"Actually this is a Baseus product, not Xiaomi. self pick up available.",0,43,70,0,0,1,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,NORMAL,LOW,APPROVED,"ขาย Xiaomi iPad Air 5 Tablet Poor ถูกๆ มือ2 Actually this is a Baseus product, not Xiaomi. self pick up available."
DS024614,SC024614,NORMAL,LST-024614,SEL-00141,Amarin,Special Edition,Amarin Special Edition,ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก ราคาเป็นกันเอง,ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,125.98,130,-3.09,3.7,57,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,14,Normal,0.87,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-01-18 04:19:35,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก ราคาเป็นกันเอง,0,ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ,0,71,87,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก ราคาเป็นกันเอง ขาย Amarin Special Edition Children Book สภาพมือสองดีมาก สภาพนางฟ้า สนใจทักแชทได้เลยค่ะ
DS024615,SC024615,NORMAL,LST-024615,SEL-01908,Samsung,Redmi Note 13,Samsung Redmi Note 13,ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ราคาเป็นกันเอง,ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ,49983.14,49020,1.96,4.7,497,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,8,Normal,0.91,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2026-05-28 16:15:47,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ราคาเป็นกันเอง,0,ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ,0,64,81,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ราคาเป็นกันเอง ขาย Samsung Redmi Note 13 Feature Phone สภาพไม่ดี ประกันเหลือ สนใจทักแชทได้เลยค่ะ
DS024616,SC024616,PRICE_ANOMALY,LST-024616,SEL-00642,Corsair,Vengeance 16GB,Corsair Vengeance 16GB,Corsair Vengeance 16GB RAM - Good condition for sale,Selling Corsair Vengeance 16GB RAM. Condition: Good. fast shipping.,2397921.18,54620,4290.19,4.5,64,1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,85,High Risk,0.88,REVIEW,PRICE_ANOMALY,Listing price is far above the marketplace average for this product (BR002).,BR002,AC001,2025-06-05 13:19:21,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,Corsair Vengeance 16GB RAM - Good condition for sale,0,Selling Corsair Vengeance 16GB RAM. Condition: Good. fast shipping.,0,52,67,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,NORMAL,LOW,APPROVED,Corsair Vengeance 16GB RAM - Good condition for sale Selling Corsair Vengeance 16GB RAM. Condition: Good. fast shipping.
DS024617,SC024617,NORMAL,LST-024617,SEL-00974,Electrolux,NN-ST342,Electrolux NN-ST342,ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ ราคาเป็นกันเอง 🔥 ❤️,ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,25100.65,25610,-1.99,3.0,25,0,No,No,Yes,No,No,No,No,No,No,No,No,No,No,13,Normal,0.89,PASS,NORMAL,Listing appears consistent with normal marketplace behavior.,BR000,AC001,2025-11-30 23:57:02,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ ราคาเป็นกันเอง ️,1,ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ,0,66,83,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,NORMAL,LOW,APPROVED,ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ ราคาเป็นกันเอง ️ ขาย Electrolux NN-ST342 Washing Machine สภาพพอใช้ จำเป็นต้องขาย สนใจทักแชทได้เลยค่ะ
DS024618,SC024618,DUPLICATE,LST-024618,SEL-00523,Modernform,EKENASET,Modernform EKENASET,ขา่ย Modernform EKENASET Office Chair Fair ถูกๆ มือ1,"Selling Modernform EKENASET มือสอง จำเป็นต้องขาย, no scratches COD",18956.4,17890,5.96,4.5,60,0,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,69,Medium Risk,0.83,REVIEW,DUPLICATE_LISTING,Same seller re-posted an identical image under a different title (BR007).,BR007,AC001,2025-03-28 00:16:20,1.0,UAT record — auto-generated for uat use,6_UAT_Dataset,False,ขา่ย Modernform EKENASET Office Chair Fair ถูกๆ มือ1,0,"Selling Modernform EKENASET มือสอง จำเป็นต้องขาย, no scratches COD",0,52,66,1,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,NORMAL,LOW,APPROVED,"ขา่ย Modernform EKENASET Office Chair Fair ถูกๆ มือ1 Selling Modernform EKENASET มือสอง จำเป็นต้องขาย, no scratches COD"
